BCPG PCL | Price History                                          25-Sep-2024 16:41,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
BCPG.BK,,,,,,,,,,,,,,,
Interval: Weekly,,,,,,,,,,,,,,,
History Period: 10 Years,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
VAP: Total,"23,245,882,300",,,,,,,,,,,,,,
Price,Volume,%Volume,Count,%Count,,,,,,,,,,,
25.00 - 30.00,"824,828,447",3.55%,5,1.20%,,,,,,,,,,,
20.00 - 25.00,"3,323,476,195",14.30%,25,5.98%,,,,,,,,,,,
15.00 - 20.00,"5,327,322,829",22.92%,127,30.38%,,,,,,,,,,,
10.00 - 15.00,"11,987,186,029",51.57%,174,41.63%,,,,,,,,,,,
5.00 - 10.00,"1,783,068,800",7.67%,87,20.81%,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
BCPG.BK Statistics     Weekly     10 Years,,,,,,,,,,,,,,,
Price,,,Volume,,,,,Up/Down,,Price Change (Close-Close),,,Turnover,,
High,27.62,19-ม.ค.-2018,Max,"1,095,136,599",14-ต.ค.-2016,Advancing,"12,088,950,602",Up,177,Up,+16.81%,07-ต.ค.-2016,Max,"13,684,685,220.00",14-ต.ค.-2016
Low,5.05,09-ส.ค.-2024,Min,"4,746,100",16-ส.ค.-2024,Declining,"8,224,588,145",Down,184,Down,-23.03%,13-มี.ค.-2020,Min,"25,710,505.00",16-ส.ค.-2024
Avg,13.83,,Avg,"55,612,159",,Total,"23,245,882,300",Unch,56,Period,-31.82%,10 Years,Avg,"858,988,259.69",
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
BCPG.BK History     Weekly     10 Years,,,,,,,,,,,,,,,
Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - THB,Flow,,,,,,
27-ก.ย.-2024,7.60,+0.15,+2.01%,7.45,7.30,7.80,"35,072,200","265,372,420.00","55,583,993,660.00",,,,,,
20-ก.ย.-2024,7.45,+0.35,+4.93%,7.15,7.05,7.50,"52,350,800","379,529,690.00","55,318,621,240.00",,,,,,
13-ก.ย.-2024,7.10,+0.05,+0.71%,7.05,6.90,7.25,"47,599,300","336,602,470.00","54,939,091,550.00",,,,,,
06-ก.ย.-2024,7.05,+0.95,+15.57%,5.95,5.85,7.15,"67,477,200","447,906,120.00","54,602,489,080.00",,,,,,
30-ส.ค.-2024,6.10,+0.10,+1.67%,6.05,5.90,6.20,"18,728,200","113,754,015.00","54,154,582,960.00",,,,,,
23-ส.ค.-2024,6.00,+0.45,+8.11%,5.55,5.50,6.10,"17,598,400","103,063,240.00","54,040,828,945.00",,,,,,
16-ส.ค.-2024,5.55,0.00,0.00%,5.50,5.35,5.55,"4,746,100","25,710,505.00","53,937,765,705.00",,,,,,
09-ส.ค.-2024,5.55,+0.05,+0.91%,5.50,5.05,5.70,"19,152,100","102,601,630.00","53,912,055,200.00",,,,,,
02-ส.ค.-2024,5.50,0.00,0.00%,5.50,5.45,5.65,"11,898,800","65,980,365.00","53,809,453,570.00",,,,,,
26-ก.ค.-2024,5.50,-0.50,-8.33%,6.00,5.45,6.05,"16,559,500","93,404,075.00","53,875,433,935.00",,,,,,
19-ก.ค.-2024,6.00,-0.50,-7.69%,6.45,6.00,6.50,"13,278,900","82,291,675.00","53,968,838,010.00",,,,,,
12-ก.ค.-2024,6.50,+0.25,+4.00%,6.25,6.15,6.85,"15,145,400","98,901,150.00","54,051,129,685.00",,,,,,
05-ก.ค.-2024,6.25,-0.05,-0.79%,6.30,6.10,6.35,"6,289,800","39,023,370.00","53,952,228,535.00",,,,,,
28-มิ.ย.-2024,6.30,+0.20,+3.28%,6.05,6.05,6.45,"13,528,300","84,814,830.00","53,991,251,905.00",,,,,,
21-มิ.ย.-2024,6.10,+0.15,+2.52%,6.10,5.70,6.15,"15,636,200","92,735,040.00","53,906,437,075.00",,,,,,
14-มิ.ย.-2024,5.95,-0.25,-4.03%,6.20,5.90,6.30,"12,748,100","77,589,590.00","53,813,702,035.00",,,,,,
07-มิ.ย.-2024,6.20,-0.45,-6.77%,6.65,6.15,6.65,"8,050,200","51,207,120.00","53,891,291,625.00",,,,,,
31-พ.ค.-2024,6.65,+0.15,+2.31%,6.50,6.50,6.65,"7,903,800","51,991,555.00","53,942,498,745.00",,,,,,
24-พ.ค.-2024,6.50,-0.10,-1.52%,6.55,6.40,6.70,"5,667,400","36,967,000.00","53,890,507,190.00",,,,,,
17-พ.ค.-2024,6.60,0.00,0.00%,6.60,6.40,6.65,"9,921,100","64,613,485.00","53,927,474,190.00",,,,,,
10-พ.ค.-2024,6.60,-0.15,-2.22%,6.75,6.60,6.85,"5,951,200","40,024,405.00","53,992,087,675.00",,,,,,
03-พ.ค.-2024,6.75,+0.20,+3.05%,6.70,6.60,6.85,"8,347,400","56,180,775.00","54,032,112,080.00",,,,,,
26-เม.ย.-2024,6.55,+0.30,+4.80%,6.30,6.30,6.70,"11,433,400","74,620,550.00","53,975,931,305.00",,,,,,
19-เม.ย.-2024,6.25,-0.80,-11.35%,6.80,6.20,6.90,"13,585,200","88,788,380.00","53,901,310,755.00",,,,,,
12-เม.ย.-2024,7.05,+0.25,+3.68%,6.80,6.80,7.15,"8,895,300","62,353,115.00","53,990,099,135.00",,,,,,
05-เม.ย.-2024,6.80,-0.15,-2.16%,6.95,6.75,7.00,"8,364,400","57,400,510.00","53,927,746,020.00",,,,,,
29-มี.ค.-2024,6.95,-0.15,-2.11%,7.10,6.55,7.15,"36,369,400","246,315,560.00","53,985,146,530.00",,,,,,
22-มี.ค.-2024,7.10,-0.15,-2.07%,7.25,7.05,7.25,"11,785,100","83,977,395.00","54,231,462,090.00",,,,,,
15-มี.ค.-2024,7.25,-0.10,-1.36%,7.35,7.20,7.40,"14,028,100","101,868,505.00","54,315,439,485.00",,,,,,
08-มี.ค.-2024,7.35,-0.55,-6.96%,7.70,7.25,7.70,"12,318,600","91,072,435.00","54,417,307,990.00",,,,,,
01-มี.ค.-2024,7.90,-0.25,-3.07%,8.15,7.75,8.15,"13,039,800","103,436,170.00","54,508,380,425.00",,,,,,
23-ก.พ.-2024,8.15,-0.10,-1.21%,8.25,8.00,8.30,"10,686,900","87,053,030.00","54,611,816,595.00",,,,,,
16-ก.พ.-2024,8.25,0.00,0.00%,8.30,8.20,8.45,"10,349,900","86,188,835.00","54,698,869,625.00",,,,,,
09-ก.พ.-2024,8.25,+0.05,+0.61%,8.20,8.15,8.35,"6,090,500","50,272,245.00","54,612,680,790.00",,,,,,
02-ก.พ.-2024,8.20,-0.05,-0.61%,8.30,8.15,8.45,"5,608,300","46,464,310.00","54,562,408,545.00",,,,,,
26-ม.ค.-2024,8.25,-0.10,-1.20%,8.35,8.05,8.35,"7,601,600","62,413,555.00","54,608,872,855.00",,,,,,
19-ม.ค.-2024,8.35,-0.10,-1.18%,8.45,8.15,8.50,"10,349,300","85,907,435.00","54,671,286,410.00",,,,,,
12-ม.ค.-2024,8.45,-0.25,-2.87%,8.70,8.30,8.70,"15,719,200","133,290,290.00","54,757,193,845.00",,,,,,
05-ม.ค.-2024,8.70,-0.10,-1.14%,8.80,8.65,8.95,"11,856,500","104,476,735.00","54,890,484,135.00",,,,,,
29-ธ.ค.-2023,8.80,+0.10,+1.15%,8.65,8.55,8.80,"5,902,200","51,233,300.00","54,994,960,870.00",,,,,,
22-ธ.ค.-2023,8.70,+0.05,+0.58%,8.65,8.45,8.75,"14,346,400","123,257,050.00","54,943,727,570.00",,,,,,
15-ธ.ค.-2023,8.65,-0.05,-0.57%,8.65,8.40,8.75,"11,310,700","97,498,270.00","54,820,470,520.00",,,,,,
08-ธ.ค.-2023,8.70,0.00,0.00%,8.75,8.70,9.00,"8,536,300","75,405,835.00","54,917,968,790.00",,,,,,
01-ธ.ค.-2023,8.70,-0.05,-0.57%,8.75,8.65,8.90,"7,230,300","63,308,315.00","54,993,374,625.00",,,,,,
24-พ.ย.-2023,8.75,+0.05,+0.57%,8.80,8.70,9.00,"11,657,600","103,036,885.00","55,056,682,940.00",,,,,,
17-พ.ย.-2023,8.70,-0.15,-1.69%,8.85,8.25,8.90,"25,293,900","216,501,300.00","54,953,646,055.00",,,,,,
10-พ.ย.-2023,8.85,-0.25,-2.75%,9.20,8.80,9.20,"8,717,500","78,261,275.00","55,170,147,355.00",,,,,,
03-พ.ย.-2023,9.10,+0.20,+2.25%,8.85,8.80,9.20,"13,387,300","120,449,650.00","55,248,408,630.00",,,,,,
27-ต.ค.-2023,8.90,+0.10,+1.14%,8.80,8.75,9.15,"10,951,200","97,572,340.00","55,127,958,980.00",,,,,,
20-ต.ค.-2023,8.80,-0.15,-1.68%,8.95,8.70,9.10,"22,990,800","204,321,940.00","55,030,386,640.00",,,,,,
13-ต.ค.-2023,8.95,-0.30,-3.24%,9.15,8.80,9.20,"28,620,900","256,061,130.00","55,234,708,580.00",,,,,,
06-ต.ค.-2023,9.25,-0.35,-3.65%,9.60,9.15,9.60,"15,655,000","146,133,640.00","55,490,769,710.00",,,,,,
29-ก.ย.-2023,9.60,-0.50,-4.95%,10.10,9.45,10.10,"23,263,700","226,146,690.00","55,636,903,350.00",,,,,,
22-ก.ย.-2023,10.10,0.00,0.00%,10.10,9.85,10.30,"16,803,300","168,711,485.00","55,863,050,040.00",,,,,,
15-ก.ย.-2023,10.10,+0.10,+1.00%,10.10,10.00,10.30,"15,924,800","160,481,540.00","55,694,338,555.00",,,,,,
08-ก.ย.-2023,10.00,-0.20,-1.96%,10.00,9.85,10.20,"21,123,100","211,139,205.00","55,533,857,015.00",,,,,,
01-ก.ย.-2023,10.20,0.00,0.00%,10.30,10.00,10.60,"33,941,900","348,584,810.00","55,744,996,220.00",,,,,,
25-ส.ค.-2023,10.20,+0.35,+3.55%,9.90,9.75,10.40,"39,539,200","399,702,580.00","55,396,411,410.00",,,,,,
18-ส.ค.-2023,9.85,+0.40,+4.23%,9.40,9.05,10.10,"31,857,400","305,236,105.00","54,996,708,830.00",,,,,,
11-ส.ค.-2023,9.45,0.00,0.00%,9.45,9.30,9.75,"21,565,400","204,871,430.00","54,691,472,725.00",,,,,,
04-ส.ค.-2023,9.45,-0.15,-1.56%,9.65,9.45,9.70,"11,759,600","112,659,320.00","54,896,344,155.00",,,,,,
28-ก.ค.-2023,9.60,0.00,0.00%,9.65,9.35,9.70,"12,329,700","117,271,335.00","55,009,003,475.00",,,,,,
21-ก.ค.-2023,9.60,+0.45,+4.92%,9.20,9.15,9.80,"31,325,900","300,628,550.00","54,891,732,140.00",,,,,,
14-ก.ค.-2023,9.15,+0.15,+1.67%,9.10,8.90,9.20,"10,743,100","96,982,425.00","54,591,103,590.00",,,,,,
07-ก.ค.-2023,9.00,-0.15,-1.64%,9.15,8.95,9.25,"15,127,800","137,387,335.00","54,494,121,165.00",,,,,,
30-มิ.ย.-2023,9.15,+0.15,+1.67%,9.00,8.85,9.20,"14,003,600","125,806,550.00","54,631,508,500.00",,,,,,
23-มิ.ย.-2023,9.00,-0.20,-2.17%,9.25,8.90,9.35,"14,969,000","136,111,425.00","54,505,701,950.00",,,,,,
16-มิ.ย.-2023,9.20,-0.10,-1.08%,9.30,9.10,9.65,"27,087,600","254,979,360.00","54,641,813,375.00",,,,,,
09-มิ.ย.-2023,9.30,+0.20,+2.20%,9.10,9.05,9.40,"12,574,100","115,892,555.00","54,896,792,735.00",,,,,,
02-มิ.ย.-2023,9.10,-0.10,-1.09%,9.20,9.00,9.25,"14,172,600","129,031,975.00","54,780,900,180.00",,,,,,
26-พ.ค.-2023,9.20,+0.35,+3.95%,8.85,8.70,9.40,"18,851,600","171,419,970.00","54,909,932,155.00",,,,,,
19-พ.ค.-2023,8.85,-0.55,-5.85%,9.45,8.80,9.50,"32,818,900","299,245,065.00","54,738,512,185.00",,,,,,
12-พ.ค.-2023,9.40,0.00,0.00%,9.45,9.30,9.80,"32,824,800","310,036,590.00","55,037,757,250.00",,,,,,
05-พ.ค.-2023,9.40,-0.35,-3.59%,9.75,9.30,9.85,"11,055,500","104,715,905.00","55,347,793,840.00",,,,,,
28-เม.ย.-2023,9.75,-0.55,-5.34%,10.30,9.70,10.30,"28,780,400","286,115,575.00","55,452,509,745.00",,,,,,
21-เม.ย.-2023,10.30,0.00,0.00%,10.20,10.10,10.60,"29,425,400","304,587,550.00","55,738,625,320.00",,,,,,
14-เม.ย.-2023,10.30,+0.20,+1.98%,10.10,10.00,10.40,"11,843,000","121,179,980.00","55,434,037,770.00",,,,,,
07-เม.ย.-2023,10.10,+0.15,+1.51%,10.00,9.95,10.30,"19,826,900","200,305,755.00","55,312,857,790.00",,,,,,
31-มี.ค.-2023,9.95,+0.10,+1.02%,9.90,9.80,10.10,"24,159,200","240,793,685.00","55,112,552,035.00",,,,,,
24-มี.ค.-2023,9.85,+0.85,+9.44%,8.95,8.90,9.90,"29,235,300","277,504,335.00","54,871,758,350.00",,,,,,
17-มี.ค.-2023,9.00,-0.30,-3.23%,9.25,8.70,9.40,"24,643,600","221,649,765.00","54,594,254,015.00",,,,,,
10-มี.ค.-2023,9.30,+0.05,+0.54%,9.30,9.25,9.50,"9,309,000","87,168,680.00","54,815,903,780.00",,,,,,
03-มี.ค.-2023,9.25,-0.50,-5.13%,9.80,9.20,9.85,"27,815,400","265,225,010.00","54,728,735,100.00",,,,,,
24-ก.พ.-2023,9.75,+0.10,+1.04%,9.70,9.70,10.20,"25,289,800","250,913,905.00","54,993,960,110.00",,,,,,
17-ก.พ.-2023,9.65,-0.20,-2.03%,9.90,9.60,9.95,"12,968,000","126,830,565.00","54,743,046,205.00",,,,,,
10-ก.พ.-2023,9.85,-0.15,-1.50%,10.00,9.85,10.10,"8,442,100","84,074,975.00","54,869,876,770.00",,,,,,
03-ก.พ.-2023,10.00,+0.10,+1.01%,9.90,9.80,10.10,"14,926,400","148,860,210.00","54,953,951,745.00",,,,,,
27-ม.ค.-2023,9.90,-0.20,-1.98%,10.20,9.75,10.20,"29,619,300","294,745,795.00","54,805,091,535.00",,,,,,
20-ม.ค.-2023,10.10,0.00,0.00%,10.10,10.10,10.70,"49,512,800","514,017,360.00","55,099,837,330.00",,,,,,
13-ม.ค.-2023,10.10,+0.10,+1.00%,10.00,9.95,10.20,"15,142,700","152,639,855.00","54,585,819,970.00",,,,,,
06-ม.ค.-2023,10.00,-0.20,-1.96%,10.20,10.00,10.50,"13,832,100","141,145,290.00","54,433,180,115.00",,,,,,
30-ธ.ค.-2022,10.20,+0.20,+2.00%,10.00,9.95,10.40,"11,568,300","117,598,065.00","54,574,325,405.00",,,,,,
23-ธ.ค.-2022,10.00,-0.10,-0.99%,10.20,9.90,10.40,"19,660,200","197,731,155.00","54,456,727,340.00",,,,,,
16-ธ.ค.-2022,10.10,0.00,0.00%,10.20,10.00,10.30,"20,011,000","203,255,120.00","54,654,458,495.00",,,,,,
09-ธ.ค.-2022,10.10,-0.10,-0.98%,10.20,10.00,10.30,"18,638,900","189,078,530.00","54,857,713,615.00",,,,,,
02-ธ.ค.-2022,10.20,+0.10,+0.99%,10.10,9.95,10.50,"41,971,200","428,720,710.00","55,046,792,145.00",,,,,,
25-พ.ย.-2022,10.10,+0.30,+3.06%,9.80,9.70,10.20,"26,123,200","257,645,100.00","54,618,071,435.00",,,,,,
18-พ.ย.-2022,9.80,+0.15,+1.55%,9.60,9.60,9.90,"27,071,000","263,245,085.00","54,360,426,335.00",,,,,,
11-พ.ย.-2022,9.65,-0.05,-0.52%,9.75,9.50,9.90,"30,140,400","293,382,145.00","54,097,181,250.00",,,,,,
04-พ.ย.-2022,9.70,+0.10,+1.04%,9.55,9.50,9.80,"26,271,900","253,194,430.00","54,390,563,395.00",,,,,,
28-ต.ค.-2022,9.60,+0.05,+0.52%,9.65,9.35,9.70,"35,338,400","337,398,350.00","54,137,368,965.00",,,,,,
21-ต.ค.-2022,9.55,+0.60,+6.70%,8.90,8.75,9.90,"114,875,600","1,082,892,350.00","53,799,970,615.00",,,,,,
14-ต.ค.-2022,8.95,-0.20,-2.19%,9.10,8.70,9.10,"40,865,900","361,084,440.00","52,717,078,265.00",,,,,,
07-ต.ค.-2022,9.15,-0.05,-0.54%,9.20,9.05,9.35,"37,670,800","346,522,560.00","53,078,162,705.00",,,,,,
30-ก.ย.-2022,9.20,-0.90,-8.91%,9.90,9.05,9.95,"107,910,400","1,025,117,415.00","53,424,685,265.00",,,,,,
23-ก.ย.-2022,10.10,-0.30,-2.88%,10.40,9.95,10.40,"58,734,600","596,861,185.00","54,449,802,680.00",,,,,,
16-ก.ย.-2022,10.40,-0.20,-1.89%,10.70,10.40,10.80,"14,916,500","158,253,440.00","55,046,663,865.00",,,,,,
09-ก.ย.-2022,10.60,-0.10,-0.93%,10.60,10.60,10.80,"11,840,300","126,554,340.00","55,204,917,305.00",,,,,,
02-ก.ย.-2022,10.70,-0.30,-2.73%,10.90,10.50,11.10,"29,634,200","318,794,100.00","55,331,471,645.00",,,,,,
26-ส.ค.-2022,11.00,+0.10,+0.92%,10.90,10.70,11.20,"25,960,800","283,735,860.00","55,650,265,745.00",,,,,,
19-ส.ค.-2022,10.90,+0.40,+3.81%,10.50,10.50,11.10,"25,881,500","281,398,570.00","55,366,529,885.00",,,,,,
12-ส.ค.-2022,10.50,+0.20,+1.94%,10.40,10.30,10.70,"21,266,000","224,165,130.00","55,085,131,315.00",,,,,,
05-ส.ค.-2022,10.30,+0.10,+0.98%,10.30,10.20,10.50,"20,938,000","217,541,840.00","54,860,966,185.00",,,,,,
29-ก.ค.-2022,10.20,-0.10,-0.97%,10.30,10.20,10.60,"15,615,200","161,209,230.00","54,643,424,345.00",,,,,,
22-ก.ค.-2022,10.30,+0.10,+0.98%,10.30,10.10,10.50,"23,959,400","246,422,100.00","54,804,633,575.00",,,,,,
15-ก.ค.-2022,10.20,-0.20,-1.92%,10.40,10.20,10.70,"25,318,900","263,627,840.00","54,558,211,475.00",,,,,,
08-ก.ค.-2022,10.40,-0.50,-4.59%,10.90,10.20,10.90,"26,581,400","279,299,870.00","54,821,839,315.00",,,,,,
01-ก.ค.-2022,10.90,+0.20,+1.87%,10.80,10.80,11.20,"20,621,800","225,765,680.00","55,101,139,185.00",,,,,,
24-มิ.ย.-2022,10.70,-0.50,-4.46%,11.10,10.50,11.40,"42,037,300","458,917,290.00","54,875,373,505.00",,,,,,
17-มิ.ย.-2022,11.20,-0.70,-5.88%,11.70,11.00,11.80,"48,134,500","548,833,680.00","55,334,290,795.00",,,,,,
10-มิ.ย.-2022,11.90,+0.20,+1.71%,11.70,11.50,11.90,"31,813,800","371,324,860.00","55,883,124,475.00",,,,,,
03-มิ.ย.-2022,11.70,-0.10,-0.85%,11.80,11.60,12.00,"43,636,400","513,009,400.00","55,511,799,615.00",,,,,,
27-พ.ค.-2022,11.80,-0.40,-3.28%,12.20,11.80,12.20,"31,825,600","380,801,610.00","56,024,809,015.00",,,,,,
20-พ.ค.-2022,12.20,+0.60,+5.17%,11.70,11.70,12.20,"22,874,200","274,401,060.00","56,405,610,625.00",,,,,,
13-พ.ค.-2022,11.60,-0.10,-0.85%,11.60,11.30,11.90,"42,487,500","492,620,760.00","56,131,209,565.00",,,,,,
06-พ.ค.-2022,11.70,-0.60,-4.88%,12.30,11.70,12.40,"14,525,000","173,455,190.00","56,623,830,325.00",,,,,,
29-เม.ย.-2022,12.30,+0.10,+0.82%,12.10,12.00,12.60,"34,273,500","423,081,000.00","56,797,285,515.00",,,,,,
22-เม.ย.-2022,12.20,+0.20,+1.67%,12.00,11.80,12.20,"53,166,800","641,770,180.00","56,374,204,515.00",,,,,,
15-เม.ย.-2022,12.00,0.00,0.00%,12.00,11.90,12.20,"10,223,200","122,847,320.00","55,732,434,335.00",,,,,,
08-เม.ย.-2022,12.00,0.00,0.00%,12.00,11.80,12.10,"11,557,400","138,359,880.00","55,855,281,655.00",,,,,,
01-เม.ย.-2022,12.00,0.00,0.00%,12.00,11.90,12.20,"16,457,600","198,548,770.00","55,993,641,535.00",,,,,,
25-มี.ค.-2022,12.00,0.00,0.00%,12.00,11.80,12.30,"32,456,100","390,068,610.00","56,192,190,305.00",,,,,,
18-มี.ค.-2022,12.00,-0.10,-0.83%,12.10,11.80,12.50,"38,346,400","461,941,380.00","56,582,258,915.00",,,,,,
